,ESA_NAME,Male,Female,months
19,East Gippsland VIC,448,401.0,JAN
20,Goulburn Valley VIC,910,656.0,JAN
21,Kiewa VIC,688,632.0,JAN
22,Latrobe Valley VIC,1080,975.0,JAN
23,Ovens VIC,525,530.0,JAN
24,Goldfields/Esperance,439,339.0,JAN
25,Kimberley WA,821,621.0,JAN
26,Mid West/Gascoyne,502,390.0,JAN
27,Midlands/Wheatbelt,263,167.0,JAN
28,Pilbara WA,324,287.0,JAN
29,Southern WA,1087,905.0,JAN
30,Central Coast NSW,2067,1722.0,JAN
31,Hunter NSW,800,719.0,JAN
32,Keepit NSW,691,589.0,JAN
33,Lower Hunter NSW,2351,1871.0,JAN
34,Manning NSW,746,569.0,JAN
35,Upper Hunter NSW,236,222.0,JAN
36,Bayside VIC,2937,2263.0,JAN
37,Calder VIC,2291,2092.0,JAN
38,Maroondah VIC,1189,1237.0,JAN
39,Monash VIC,1298,1347.0,JAN
40,Peninsula VIC,1190,1173.0,JAN
41,Plenty VIC,1969,1753.0,JAN
42,Westgate VIC,3559,3029.0,JAN
43,Yarra VIC,853,823.0,JAN
44,Clarence NSW,480,352.0,JAN
45,Coffs Harbour NSW,923,684.0,JAN
46,Hastings NSW,478,370.0,JAN
47,Macleay NSW,279,221.0,JAN
48,New England NSW,595,470.0,JAN
49,North Coast NSW,524,456.0,JAN
50,Richmond NSW,765,580.0,JAN
51,Tweed NSW,675,520.0,JAN
52,Alice Springs NT,678,495.0,JAN
53,Darwin NT,573,489.0,JAN
54,Katherine NT,454,301.0,JAN
55,Tennant Creek NT,203,135.0,JAN
56,Top End NT,906,682.0,JAN
57,Central/West Metro,1513,1286.0,JAN
58,Dale WA,453,409.0,JAN
59,East Metro WA,1695,1401.0,JAN
60,North Metro WA,2710,2299.0,JAN
61,Adelaide Hills SA,217,158.0,JAN
62,Fleurieu/Kangaroo Is,175,136.0,JAN
63,Gawler SA,383,287.0,JAN
64,Kadina/Clare SA,250,208.0,JAN
65,Murraylands SA,243,213.0,JAN
66,North Country SA,670,495.0,JAN
67,Port Lincoln/Ceduna,293,217.0,JAN
68,Port Pirie SA,217,157.0,JAN
69,Riverland SA,323,217.0,JAN
70,South East SA,314,296.0,JAN
71,ACT/Queanbeyan NSW,1131,934.0,JAN
72,Eurobodalla NSW,326,198.0,JAN
73,Lower South Coast,292,233.0,JAN
74,Murray Darling NSW,54,43.0,JAN
75,Shoalhaven NSW,811,559.0,JAN
76,South Eastern NSW,677,604.0,JAN
77,Southern Ranges NSW,438,403.0,JAN
78,Sturt NSW,377,358.0,JAN
79,Fraser Coast QLD,1121,836.0,JAN
80,Gympie QLD,809,589.0,JAN
81,Toowoomba QLD,1000,817.0,JAN
82,Warwick QLD,364,272.0,JAN
83,Western Downs QLD,289,254.0,JAN
84,Canterbury/Bankstown,1302,1134.0,JAN
85,Central West Sydney,2028,1609.0,JAN
86,Eastern Suburbs NSW,532,451.0,JAN
87,Fairfield NSW,1178,844.0,JAN
88,Inner Sydney NSW,1057,907.0,JAN
89,Inner Western Sydney,321,245.0,JAN
90,Liverpool NSW,1015,835.0,JAN
91,Macarthur NSW,1347,1238.0,JAN
92,Nepean NSW,1674,1446.0,JAN
93,Northern Sydney NSW,669,574.0,JAN
94,Outer Western Sydney,1885,1554.0,JAN
95,St George-Sutherland,1060,880.0,JAN
96,Wollongong NSW,1704,1343.0,JAN
97,Hobart TAS,1902,1361.0,JAN
98,Launceston TAS,1070,858.0,JAN
99,West and North West,891,644.0,JAN
100,Chifley NSW,276,236.0,JAN
101,Far West NSW,270,179.0,JAN
102,Gwydir Namoi NSW,392,293.0,JAN
103,Lachlan NSW,251,216.0,JAN
104,Orana NSW,668,519.0,JAN
105,Oxley NSW,117,82.0,JAN
106,Patterson NSW,517,458.0,JAN
107,Windamere NSW,329,244.0,JAN
108,Bendigo VIC,961,860.0,JAN
109,Eureka VIC,964,863.0,JAN
110,Geelong VIC,1347,1264.0,JAN
111,Grampians VIC,225,191.0,JAN
112,Hampden VIC,412,380.0,JAN
113,Mid Murray VIC,213,212.0,JAN
114,Sunraysia VIC,551,455.0,JAN
115,Western District VIC,199,170.0,JAN
0,Eastern Adelaide SA,699,599.0,FEB
1,Northern Adelaide SA,3107,2525.0,FEB
2,Southern Adelaide SA,1942,1410.0,FEB
3,Western Adelaide SA,1500,1025.0,FEB
4,Gold Coast QLD,3475,2790.0,FEB
5,Ipswich QLD,1717,1467.0,FEB
6,Logan QLD,3101,2395.0,FEB
7,North Brisbane QLD,2583,1974.0,FEB
8,Outer North Brisbane,2302,1786.0,FEB
9,South Brisbane QLD,3306,2471.0,FEB
10,Sunshine Coast QLD,1941,1428.0,FEB
11,Bundaberg QLD,1102,810.0,FEB
12,CairnsQLD,2219,1643.0,FEB
13,Capricornia QLD,973,773.0,FEB
14,Far North QLD,647,495.0,FEB
15,Gladstone QLD,301,246.0,FEB
16,Mackay QLD,749,605.0,FEB
17,Mt Isa QLD,529,363.0,FEB
18,Townsville QLD,1690,1427.0,FEB
19,East Gippsland VIC,432,409.0,FEB
20,Goulburn Valley VIC,927,669.0,FEB
21,Kiewa VIC,705,597.0,FEB
22,Latrobe Valley VIC,1098,968.0,FEB
23,Ovens VIC,544,531.0,FEB
24,Goldfields/Esperance,450,340.0,FEB
25,Kimberley WA,839,650.0,FEB
26,Mid West/Gascoyne,509,386.0,FEB
27,Midlands/Wheatbelt,274,167.0,FEB
28,Pilbara WA,339,305.0,FEB
29,Southern WA,1090,898.0,FEB
30,Central Coast NSW,2026,1639.0,FEB
31,Hunter NSW,771,697.0,FEB
32,Keepit NSW,674,571.0,FEB
33,Lower Hunter NSW,2368,1838.0,FEB
34,Manning NSW,720,552.0,FEB
35,Upper Hunter NSW,248,234.0,FEB
36,Bayside VIC,2914,2259.0,FEB
37,Calder VIC,2279,2031.0,FEB
38,Maroondah VIC,1211,1234.0,FEB
39,Monash VIC,1304,1376.0,FEB
40,Peninsula VIC,1201,1187.0,FEB
41,Plenty VIC,1943,1729.0,FEB
42,Westgate VIC,3657,3035.0,FEB
43,Yarra VIC,839,800.0,FEB
44,Clarence NSW,476,348.0,FEB
45,Coffs Harbour NSW,923,662.0,FEB
46,Hastings NSW,486,365.0,FEB
47,Macleay NSW,289,207.0,FEB
48,New England NSW,595,462.0,FEB
49,North Coast NSW,536,417.0,FEB
50,Richmond NSW,752,523.0,FEB
51,Tweed NSW,688,485.0,FEB
52,Alice Springs NT,680,508.0,FEB
53,Darwin NT,597,529.0,FEB
54,Katherine NT,461,321.0,FEB
55,Tennant Creek NT,198,134.0,FEB
56,Top End NT,913,687.0,FEB
57,Central/West Metro,1469,1260.0,FEB
58,Dale WA,456,426.0,FEB
59,East Metro WA,1735,1410.0,FEB
60,North Metro WA,2704,2306.0,FEB
61,Adelaide Hills SA,211,163.0,FEB
62,Fleurieu/Kangaroo Is,186,130.0,FEB
63,Gawler SA,397,296.0,FEB
64,Kadina/Clare SA,257,201.0,FEB
65,Murraylands SA,239,198.0,FEB
66,North Country SA,676,509.0,FEB
67,Port Lincoln/Ceduna,299,213.0,FEB
68,Port Pirie SA,216,168.0,FEB
69,Riverland SA,318,221.0,FEB
70,South East SA,305,281.0,FEB
71,ACT/Queanbeyan NSW,1142,966.0,FEB
72,Eurobodalla NSW,310,196.0,FEB
73,Lower South Coast,293,224.0,FEB
74,Murray Darling NSW,62,46.0,FEB
75,Shoalhaven NSW,824,570.0,FEB
76,South Eastern NSW,660,588.0,FEB
77,Southern Ranges NSW,444,401.0,FEB
78,Sturt NSW,359,359.0,FEB
79,Fraser Coast QLD,1122,833.0,FEB
80,Gympie QLD,832,583.0,FEB
81,Toowoomba QLD,1048,794.0,FEB
82,Warwick QLD,365,267.0,FEB
83,Western Downs QLD,268,250.0,FEB
84,Canterbury/Bankstown,1281,,FEB
85,Central West Sydney,2013,1558.0,FEB
86,Eastern Suburbs NSW,561,464.0,FEB
87,Fairfield NSW,1206,856.0,FEB
88,Inner Sydney NSW,1037,908.0,FEB
89,Inner Western Sydney,324,261.0,FEB
90,Liverpool NSW,978,816.0,FEB
91,Macarthur NSW,1367,1219.0,FEB
92,Nepean NSW,1705,1436.0,FEB
93,Northern Sydney NSW,674,584.0,FEB
94,Outer Western Sydney,1906,1543.0,FEB
95,St George-Sutherland,1097,892.0,FEB
96,Wollongong NSW,1680,1295.0,FEB
97,Hobart TAS,1875,1295.0,FEB
98,Launceston TAS,1076,814.0,FEB
99,West and North West,861,627.0,FEB
100,Chifley NSW,264,209.0,FEB
101,Far West NSW,287,185.0,FEB
102,Gwydir Namoi NSW,393,305.0,FEB
103,Lachlan NSW,255,204.0,FEB
104,Orana NSW,661,515.0,FEB
105,Oxley NSW,117,90.0,FEB
106,Patterson NSW,516,438.0,FEB
107,Windamere NSW,320,223.0,FEB
108,Bendigo VIC,983,871.0,FEB
109,Eureka VIC,974,860.0,FEB
110,Geelong VIC,1381,1236.0,FEB
111,Grampians VIC,212,191.0,FEB
112,Hampden VIC,418,371.0,FEB
113,Mid Murray VIC,220,220.0,FEB
114,Sunraysia VIC,556,446.0,FEB
115,Western District VIC,189,165.0,FEB
0,Eastern Adelaide SA,680,562.0,MAR
1,Northern Adelaide SA,3045,2485.0,MAR
2,Southern Adelaide SA,1918,1379.0,MAR
3,Western Adelaide SA,1418,962.0,MAR
4,Gold Coast QLD,3483,2757.0,MAR
5,Ipswich QLD,1720,1414.0,MAR
6,Logan QLD,3162,2458.0,MAR
7,North Brisbane QLD,2580,1935.0,MAR
8,Outer North Brisbane,2300,1780.0,MAR
9,South Brisbane QLD,3378,2501.0,MAR
10,Sunshine Coast QLD,1978,1457.0,MAR
11,Bundaberg QLD,1095,803.0,MAR
12,CairnsQLD,2264,1617.0,MAR
13,Capricornia QLD,952,746.0,MAR
14,Far North QLD,639,485.0,MAR
15,Gladstone QLD,287,230.0,MAR
16,Mackay QLD,725,633.0,MAR
17,Mt Isa QLD,515,364.0,MAR
18,Townsville QLD,1747,1407.0,MAR
19,East Gippsland VIC,429,391.0,MAR
20,Goulburn Valley VIC,881,631.0,MAR
21,Kiewa VIC,683,577.0,MAR
22,Latrobe Valley VIC,1116,960.0,MAR
23,Ovens VIC,529,519.0,MAR
24,Goldfields/Esperance,456,328.0,MAR
25,Kimberley WA,846,668.0,MAR
26,Mid West/Gascoyne,497,386.0,MAR
27,Midlands/Wheatbelt,276,171.0,MAR
28,Pilbara WA,333,309.0,MAR
29,Southern WA,1059,877.0,MAR
30,Central Coast NSW,2047,1634.0,MAR
31,Hunter NSW,802,691.0,MAR
32,Keepit NSW,666,575.0,MAR
33,Lower Hunter NSW,2313,1807.0,MAR
34,Manning NSW,710,533.0,MAR
35,Upper Hunter NSW,255,232.0,MAR
36,Bayside VIC,2890,2201.0,MAR
37,Calder VIC,2258,2028.0,MAR
38,Maroondah VIC,1234,1220.0,MAR
39,Monash VIC,1337,1379.0,MAR
40,Peninsula VIC,1253,1146.0,MAR
41,Plenty VIC,1948,1722.0,MAR
42,Westgate VIC,3640,3009.0,MAR
43,Yarra VIC,813,778.0,MAR
44,Clarence NSW,492,342.0,MAR
45,Coffs Harbour NSW,919,642.0,MAR
46,Hastings NSW,512,361.0,MAR
47,Macleay NSW,300,201.0,MAR
48,New England NSW,597,445.0,MAR
49,North Coast NSW,545,406.0,MAR
50,Richmond NSW,765,524.0,MAR
51,Tweed NSW,686,508.0,MAR
52,Alice Springs NT,721,511.0,MAR
53,Darwin NT,581,504.0,MAR
54,Katherine NT,469,310.0,MAR
55,Tennant Creek NT,200,138.0,MAR
56,Top End NT,901,687.0,MAR
57,Central/West Metro,1438,1224.0,MAR
58,Dale WA,477,421.0,MAR
59,East Metro WA,1699,1419.0,MAR
60,North Metro WA,2668,2241.0,MAR
61,Adelaide Hills SA,217,157.0,MAR
62,Fleurieu/Kangaroo Is,186,119.0,MAR
63,Gawler SA,411,299.0,MAR
64,Kadina/Clare SA,254,214.0,MAR
65,Murraylands SA,238,196.0,MAR
66,North Country SA,677,487.0,MAR
67,Port Lincoln/Ceduna,282,221.0,MAR
68,Port Pirie SA,229,167.0,MAR
69,Riverland SA,304,208.0,MAR
70,South East SA,316,277.0,MAR
71,ACT/Queanbeyan NSW,1121,937.0,MAR
72,Eurobodalla NSW,302,204.0,MAR
73,Lower South Coast,287,219.0,MAR
74,Murray Darling NSW,60,49.0,MAR
75,Shoalhaven NSW,827,582.0,MAR
76,South Eastern NSW,659,583.0,MAR
77,Southern Ranges NSW,458,392.0,MAR
78,Sturt NSW,361,339.0,MAR
79,Fraser Coast QLD,1139,822.0,MAR
80,Gympie QLD,815,586.0,MAR
81,Toowoomba QLD,976,818.0,MAR
82,Warwick QLD,359,275.0,MAR
83,Western Downs QLD,265,247.0,MAR
84,Canterbury/Bankstown,1272,,MAR
85,Central West Sydney,2044,1512.0,MAR
86,Eastern Suburbs NSW,544,471.0,MAR
87,Fairfield NSW,1249,862.0,MAR
88,Inner Sydney NSW,1026,859.0,MAR
89,Inner Western Sydney,316,253.0,MAR
90,Liverpool NSW,1000,791.0,MAR
91,Macarthur NSW,1372,1223.0,MAR
92,Nepean NSW,1736,1419.0,MAR
93,Northern Sydney NSW,662,586.0,MAR
94,Outer Western Sydney,1911,1540.0,MAR
95,St George-Sutherland,1042,861.0,MAR
96,Wollongong NSW,1673,1276.0,MAR
97,Hobart TAS,1883,1258.0,MAR
98,Launceston TAS,1063,790.0,MAR
99,West and North West,844,600.0,MAR
100,Chifley NSW,268,190.0,MAR
101,Far West NSW,290,179.0,MAR
102,Gwydir Namoi NSW,394,308.0,MAR
103,Lachlan NSW,260,194.0,MAR
104,Orana NSW,672,497.0,MAR
105,Oxley NSW,115,89.0,MAR
106,Patterson NSW,524,429.0,MAR
107,Windamere NSW,318,216.0,MAR
108,Bendigo VIC,972,836.0,MAR
109,Eureka VIC,947,852.0,MAR
110,Geelong VIC,1335,1188.0,MAR
111,Grampians VIC,199,186.0,MAR
112,Hampden VIC,419,355.0,MAR
113,Mid Murray VIC,207,222.0,MAR
114,Sunraysia VIC,551,449.0,MAR
115,Western District VIC,189,161.0,MAR
0,Eastern Adelaide SA,704,555.0,APR
1,Northern Adelaide SA,3105,2520.0,APR
2,Southern Adelaide SA,1899,1379.0,APR
3,Western Adelaide SA,1427,970.0,APR
4,Gold Coast QLD,3532,2801.0,APR
5,Ipswich QLD,1772,1436.0,APR
6,Logan QLD,3133,2419.0,APR
7,North Brisbane QLD,2595,1916.0,APR
8,Outer North Brisbane,2281,1757.0,APR
9,South Brisbane QLD,3318,2473.0,APR
10,Sunshine Coast QLD,1967,1437.0,APR
11,Bundaberg QLD,1053,817.0,APR
12,CairnsQLD,2275,1616.0,APR
13,Capricornia QLD,929,746.0,APR
14,Far North QLD,651,489.0,APR
15,Gladstone QLD,281,212.0,APR
16,Mackay QLD,719,621.0,APR
17,Mt Isa QLD,500,375.0,APR
18,Townsville QLD,1729,1396.0,APR
19,East Gippsland VIC,448,384.0,APR
20,Goulburn Valley VIC,872,634.0,APR
21,Kiewa VIC,667,571.0,APR
22,Latrobe Valley VIC,1101,935.0,APR
23,Ovens VIC,529,509.0,APR
24,Goldfields/Esperance,449,330.0,APR
25,Kimberley WA,862,675.0,APR
26,Mid West/Gascoyne,494,387.0,APR
27,Midlands/Wheatbelt,270,164.0,APR
28,Pilbara WA,332,319.0,APR
29,Southern WA,1102,872.0,APR
30,Central Coast NSW,2054,1592.0,APR
31,Hunter NSW,785,691.0,APR
32,Keepit NSW,634,558.0,APR
33,Lower Hunter NSW,2278,1797.0,APR
34,Manning NSW,693,531.0,APR
35,Upper Hunter NSW,243,223.0,APR
36,Bayside VIC,2852,2195.0,APR
37,Calder VIC,2235,2012.0,APR
38,Maroondah VIC,1219,1222.0,APR
39,Monash VIC,1339,1372.0,APR
40,Peninsula VIC,1279,1150.0,APR
41,Plenty VIC,1965,1695.0,APR
42,Westgate VIC,3669,3025.0,APR
43,Yarra VIC,837,753.0,APR
44,Clarence NSW,493,338.0,APR
45,Coffs Harbour NSW,902,633.0,APR
46,Hastings NSW,492,347.0,APR
47,Macleay NSW,296,202.0,APR
48,New England NSW,592,448.0,APR
49,North Coast NSW,526,407.0,APR
50,Richmond NSW,773,525.0,APR
51,Tweed NSW,685,517.0,APR
52,Alice Springs NT,730,516.0,APR
53,Darwin NT,569,506.0,APR
54,Katherine NT,478,321.0,APR
55,Tennant Creek NT,200,137.0,APR
56,Top End NT,890,677.0,APR
57,Central/West Metro,1400,1231.0,APR
58,Dale WA,481,419.0,APR
59,East Metro WA,1663,1384.0,APR
60,North Metro WA,2682,2203.0,APR
61,Adelaide Hills SA,213,166.0,APR
62,Fleurieu/Kangaroo Is,180,115.0,APR
63,Gawler SA,409,299.0,APR
64,Kadina/Clare SA,245,196.0,APR
65,Murraylands SA,234,202.0,APR
66,North Country SA,667,475.0,APR
67,Port Lincoln/Ceduna,278,215.0,APR
68,Port Pirie SA,234,170.0,APR
69,Riverland SA,303,198.0,APR
70,South East SA,319,264.0,APR
71,ACT/Queanbeyan NSW,1100,900.0,APR
72,Eurobodalla NSW,297,200.0,APR
73,Lower South Coast,269,220.0,APR
74,Murray Darling NSW,62,50.0,APR
75,Shoalhaven NSW,832,567.0,APR
76,South Eastern NSW,651,564.0,APR
77,Southern Ranges NSW,453,364.0,APR
78,Sturt NSW,356,343.0,APR
79,Fraser Coast QLD,1087,801.0,APR
80,Gympie QLD,780,578.0,APR
81,Toowoomba QLD,964,809.0,APR
82,Warwick QLD,358,273.0,APR
83,Western Downs QLD,275,223.0,APR
84,Canterbury/Bankstown,1272,,APR
85,Central West Sydney,2065,1519.0,APR
86,Eastern Suburbs NSW,548,458.0,APR
87,Fairfield NSW,1232,884.0,APR
88,Inner Sydney NSW,1019,847.0,APR
89,Inner Western Sydney,302,260.0,APR
90,Liverpool NSW,1007,798.0,APR
91,Macarthur NSW,1370,1198.0,APR
92,Nepean NSW,1684,1374.0,APR
93,Northern Sydney NSW,685,559.0,APR
94,Outer Western Sydney,1900,1518.0,APR
95,St George-Sutherland,1063,866.0,APR
96,Wollongong NSW,1646,1252.0,APR
97,Hobart TAS,1858,1286.0,APR
98,Launceston TAS,1059,771.0,APR
99,West and North West,817,594.0,APR
100,Chifley NSW,265,193.0,APR
101,Far West NSW,286,166.0,APR
102,Gwydir Namoi NSW,389,307.0,APR
103,Lachlan NSW,251,185.0,APR
104,Orana NSW,652,487.0,APR
105,Oxley NSW,120,79.0,APR
106,Patterson NSW,536,401.0,APR
107,Windamere NSW,296,208.0,APR
108,Bendigo VIC,967,825.0,APR
109,Eureka VIC,944,851.0,APR
110,Geelong VIC,1319,1173.0,APR
111,Grampians VIC,191,178.0,APR
112,Hampden VIC,405,351.0,APR
113,Mid Murray VIC,217,215.0,APR
114,Sunraysia VIC,553,430.0,APR
115,Western District VIC,185,158.0,APR
0,Eastern Adelaide SA,721,597.0,MAY
1,Northern Adelaide SA,3141,2504.0,MAY
2,Southern Adelaide SA,1865,1364.0,MAY
3,Western Adelaide SA,1429,941.0,MAY
4,Gold Coast QLD,3499,2796.0,MAY
5,Ipswich QLD,1728,1383.0,MAY
6,Logan QLD,3091,2411.0,MAY
7,North Brisbane QLD,2577,1918.0,MAY
8,Outer North Brisbane,2271,1699.0,MAY
9,South Brisbane QLD,3288,2460.0,MAY
10,Sunshine Coast QLD,1916,1443.0,MAY
11,Bundaberg QLD,1022,804.0,MAY
12,CairnsQLD,2213,1655.0,MAY
13,Capricornia QLD,907,737.0,MAY
14,Far North QLD,636,475.0,MAY
15,Gladstone QLD,288,194.0,MAY
16,Mackay QLD,703,617.0,MAY
17,Mt Isa QLD,480,366.0,MAY
18,Townsville QLD,1693,1346.0,MAY
19,East Gippsland VIC,430,375.0,MAY
20,Goulburn Valley VIC,874,628.0,MAY
21,Kiewa VIC,658,552.0,MAY
22,Latrobe Valley VIC,1089,919.0,MAY
23,Ovens VIC,541,549.0,MAY
24,Goldfields/Esperance,427,332.0,MAY
25,Kimberley WA,857,677.0,MAY
26,Mid West/Gascoyne,515,394.0,MAY
27,Midlands/Wheatbelt,274,167.0,MAY
28,Pilbara WA,347,306.0,MAY
29,Southern WA,1130,860.0,MAY
30,Central Coast NSW,2025,1606.0,MAY
31,Hunter NSW,765,688.0,MAY
32,Keepit NSW,638,530.0,MAY
33,Lower Hunter NSW,2298,1775.0,MAY
34,Manning NSW,708,515.0,MAY
35,Upper Hunter NSW,239,221.0,MAY
36,Bayside VIC,2871,2194.0,MAY
37,Calder VIC,2294,1946.0,MAY
38,Maroondah VIC,1232,1214.0,MAY
39,Monash VIC,1327,1349.0,MAY
40,Peninsula VIC,1322,1149.0,MAY
41,Plenty VIC,1999,1715.0,MAY
42,Westgate VIC,3693,2967.0,MAY
43,Yarra VIC,822,769.0,MAY
44,Clarence NSW,488,338.0,MAY
45,Coffs Harbour NSW,913,618.0,MAY
46,Hastings NSW,482,335.0,MAY
47,Macleay NSW,290,210.0,MAY
48,New England NSW,598,438.0,MAY
49,North Coast NSW,525,405.0,MAY
50,Richmond NSW,730,506.0,MAY
51,Tweed NSW,680,522.0,MAY
52,Alice Springs NT,714,503.0,MAY
53,Darwin NT,586,501.0,MAY
54,Katherine NT,464,310.0,MAY
55,Tennant Creek NT,206,142.0,MAY
56,Top End NT,905,677.0,MAY
57,Central/West Metro,1398,1223.0,MAY
58,Dale WA,458,403.0,MAY
59,East Metro WA,1657,1380.0,MAY
60,North Metro WA,2609,2179.0,MAY
61,Adelaide Hills SA,204,169.0,MAY
62,Fleurieu/Kangaroo Is,193,123.0,MAY
63,Gawler SA,401,296.0,MAY
64,Kadina/Clare SA,247,191.0,MAY
65,Murraylands SA,220,206.0,MAY
66,North Country SA,674,476.0,MAY
67,Port Lincoln/Ceduna,279,217.0,MAY
68,Port Pirie SA,233,157.0,MAY
69,Riverland SA,299,193.0,MAY
70,South East SA,328,247.0,MAY
71,ACT/Queanbeyan NSW,1072,872.0,MAY
72,Eurobodalla NSW,314,209.0,MAY
73,Lower South Coast,283,201.0,MAY
74,Murray Darling NSW,57,49.0,MAY
75,Shoalhaven NSW,808,546.0,MAY
76,South Eastern NSW,634,558.0,MAY
77,Southern Ranges NSW,452,353.0,MAY
78,Sturt NSW,390,334.0,MAY
79,Fraser Coast QLD,1078,761.0,MAY
80,Gympie QLD,764,574.0,MAY
81,Toowoomba QLD,968,798.0,MAY
82,Warwick QLD,358,267.0,MAY
83,Western Downs QLD,264,214.0,MAY
84,Canterbury/Bankstown,1248,,MAY
85,Central West Sydney,2014,1499.0,MAY
86,Eastern Suburbs NSW,540,442.0,MAY
87,Fairfield NSW,1242,880.0,MAY
88,Inner Sydney NSW,1036,831.0,MAY
89,Inner Western Sydney,303,251.0,MAY
90,Liverpool NSW,1001,808.0,MAY
91,Macarthur NSW,1374,1186.0,MAY
92,Nepean NSW,1652,1373.0,MAY
93,Northern Sydney NSW,682,531.0,MAY
94,Outer Western Sydney,1905,1489.0,MAY
95,St George-Sutherland,1072,859.0,MAY
96,Wollongong NSW,1627,1228.0,MAY
97,Hobart TAS,1903,1272.0,MAY
98,Launceston TAS,1055,765.0,MAY
99,West and North West,818,589.0,MAY
100,Chifley NSW,289,186.0,MAY
101,Far West NSW,269,162.0,MAY
102,Gwydir Namoi NSW,382,293.0,MAY
103,Lachlan NSW,251,188.0,MAY
104,Orana NSW,651,467.0,MAY
105,Oxley NSW,115,80.0,MAY
106,Patterson NSW,520,385.0,MAY
107,Windamere NSW,299,202.0,MAY
108,Bendigo VIC,965,809.0,MAY
109,Eureka VIC,908,836.0,MAY
110,Geelong VIC,1324,1212.0,MAY
111,Grampians VIC,194,178.0,MAY
112,Hampden VIC,377,346.0,MAY
113,Mid Murray VIC,223,210.0,MAY
114,Sunraysia VIC,553,428.0,MAY
115,Western District VIC,187,147.0,MAY
0,Eastern Adelaide SA,726,578.0,JUN
1,Northern Adelaide SA,3089,2476.0,JUN
2,Southern Adelaide SA,1852,1370.0,JUN
3,Western Adelaide SA,1432,960.0,JUN
4,Gold Coast QLD,3516,2844.0,JUN
5,Ipswich QLD,1687,1337.0,JUN
6,Logan QLD,3082,2364.0,JUN
7,North Brisbane QLD,2558,1936.0,JUN
8,Outer North Brisbane,2212,1702.0,JUN
9,South Brisbane QLD,3322,2460.0,JUN
10,Sunshine Coast QLD,1887,1419.0,JUN
11,Bundaberg QLD,1032,810.0,JUN
12,CairnsQLD,2204,1641.0,JUN
13,Capricornia QLD,909,723.0,JUN
14,Far North QLD,637,461.0,JUN
15,Gladstone QLD,273,185.0,JUN
16,Mackay QLD,668,600.0,JUN
17,Mt Isa QLD,480,321.0,JUN
18,Townsville QLD,1670,1316.0,JUN
19,East Gippsland VIC,438,369.0,JUN
20,Goulburn Valley VIC,864,601.0,JUN
21,Kiewa VIC,667,532.0,JUN
22,Latrobe Valley VIC,1084,900.0,JUN
23,Ovens VIC,539,526.0,JUN
24,Goldfields/Esperance,452,336.0,JUN
25,Kimberley WA,826,648.0,JUN
26,Mid West/Gascoyne,506,396.0,JUN
27,Midlands/Wheatbelt,279,184.0,JUN
28,Pilbara WA,327,300.0,JUN
29,Southern WA,1127,856.0,JUN
30,Central Coast NSW,2060,1596.0,JUN
31,Hunter NSW,797,689.0,JUN
32,Keepit NSW,635,519.0,JUN
33,Lower Hunter NSW,2300,1804.0,JUN
34,Manning NSW,711,510.0,JUN
35,Upper Hunter NSW,235,200.0,JUN
36,Bayside VIC,2880,2134.0,JUN
37,Calder VIC,2361,1961.0,JUN
38,Maroondah VIC,1226,1172.0,JUN
39,Monash VIC,1361,1354.0,JUN
40,Peninsula VIC,1324,1155.0,JUN
41,Plenty VIC,2020,1684.0,JUN
42,Westgate VIC,3721,2931.0,JUN
43,Yarra VIC,811,753.0,JUN
44,Clarence NSW,466,334.0,JUN
45,Coffs Harbour NSW,904,602.0,JUN
46,Hastings NSW,490,325.0,JUN
47,Macleay NSW,285,204.0,JUN
48,New England NSW,602,445.0,JUN
49,North Coast NSW,522,401.0,JUN
50,Richmond NSW,708,516.0,JUN
51,Tweed NSW,679,511.0,JUN
52,Alice Springs NT,703,518.0,JUN
53,Darwin NT,599,493.0,JUN
54,Katherine NT,437,306.0,JUN
55,Tennant Creek NT,207,142.0,JUN
56,Top End NT,898,673.0,JUN
57,Central/West Metro,1379,1198.0,JUN
58,Dale WA,493,399.0,JUN
59,East Metro WA,1642,1361.0,JUN
60,North Metro WA,2669,2148.0,JUN
61,Adelaide Hills SA,212,157.0,JUN
62,Fleurieu/Kangaroo Is,187,121.0,JUN
63,Gawler SA,388,287.0,JUN
64,Kadina/Clare SA,252,192.0,JUN
65,Murraylands SA,231,199.0,JUN
66,North Country SA,665,473.0,JUN
67,Port Lincoln/Ceduna,275,206.0,JUN
68,Port Pirie SA,227,156.0,JUN
69,Riverland SA,298,186.0,JUN
70,South East SA,333,243.0,JUN
71,ACT/Queanbeyan NSW,1074,884.0,JUN
72,Eurobodalla NSW,297,212.0,JUN
73,Lower South Coast,322,209.0,JUN
74,Murray Darling NSW,60,50.0,JUN
75,Shoalhaven NSW,815,537.0,JUN
76,South Eastern NSW,645,547.0,JUN
77,Southern Ranges NSW,442,335.0,JUN
78,Sturt NSW,394,320.0,JUN
79,Fraser Coast QLD,1058,744.0,JUN
80,Gympie QLD,753,560.0,JUN
81,Toowoomba QLD,967,799.0,JUN
82,Warwick QLD,354,279.0,JUN
83,Western Downs QLD,275,202.0,JUN
84,Canterbury/Bankstown,1263,,JUN
85,Central West Sydney,1968,1486.0,JUN
86,Eastern Suburbs NSW,526,422.0,JUN
87,Fairfield NSW,1213,864.0,JUN
88,Inner Sydney NSW,1048,810.0,JUN
89,Inner Western Sydney,298,257.0,JUN
